Estacao,Data,Dia,Mes,Ano,Insolacao,TempMaxima,TempMinima,Temp Comp Media,Umidade Relativa Media,Precipitacao
82191,17/12/2017,17,12,2017,7,33.6,23.4,27.46,80,15.4
82191,18/12/2017,18,12,2017,2.1,31.3,23.8,25.98,93.25,0.4
82191,19/12/2017,19,12,2017,2.6,31.7,22.9,24.96,89.5,26.8
82191,20/12/2017,20,12,2017,4.1,32.5,22.5,25.7,93.75,23.2
82191,21/12/2017,21,12,2017,0,30.1,23.7,25.52,92,11.4
82191,22/12/2017,22,12,2017,7.4,34.3,23.9,27.68,82.75,2.2
82191,23/12/2017,23,12,2017,3.6,32.5,23.9,26.56,88.5,14.9
82191,24/12/2017,24,12,2017,3.1,32.2,24.1,26.24,90,3.5
82191,25/12/2017,25,12,2017,0.5,31.2,23.7,25.5,93.75,35.2
82191,26/12/2017,26,12,2017,5.2,33.4,23.7,26.74,84.5,27.5
82191,27/12/2017,27,12,2017,4.3,32.3,23.9,27.48,88,0.9
82191,28/12/2017,28,12,2017,5.4,32.6,23.9,26.66,88.5,9.4
82191,29/12/2017,29,12,2017,3.9,32.8,23.4,26.62,92,0.5
82191,30/12/2017,30,12,2017,7.5,33.5,23.3,27.36,84.5,17.3
82191,31/12/2017,31,12,2017,5.8,33.1,23.5,26.82,90,8
